,Raw,P5(l<1000),P5(l<1000)+P5(l<500)
747.0,0.9916214417590493,0.9915137491314132,0.9915137491314132
748.0,0.9919509126179603,0.9915582705338091,0.9915582705338091
749.0,0.9922618411056966,0.9916028060609288,0.9916028060609288
750.0,0.9921779300974022,0.991647359107074,0.991647359107074
751.0,0.9920219197256966,0.9916919330063592,0.9916919330063592
752.0,0.9920543870980169,0.9917365310328516,0.9917365310328516
753.0,0.9919343697825614,0.9917811564007217,0.9917811564007217
754.0,0.9921898252088593,0.991825812264381,0.991825812264381
755.0,0.9923742660950954,0.991870501718628,0.991870501718628
756.0,0.9918979981436572,0.9919152277987882,0.9919152277987882
757.0,0.9921369451216464,0.9919599934808625,0.9919599934808625
758.0,0.9922993336096,0.9920048016816632,0.9920048016816632
759.0,0.99215565724697,0.9920496552589673,0.9920496552589673
760.0,0.9922417303366381,0.9920945570116502,0.9920945570116502
761.0,0.9923696224614905,0.9921395096798358,0.9921395096798358
762.0,0.9925132761035693,0.9921845159450333,0.9921845159450333
763.0,0.9926533109573945,0.9922295784302864,0.9922295784302864
764.0,0.9927444285542437,0.9922746997003149,0.9922746997003149
765.0,0.9925823058119945,0.9923198822616566,0.9923198822616566
766.0,0.9925105844534984,0.9923651285628123,0.9923651285628123
767.0,0.9929032233894503,0.9924104409943864,0.9924104409943864
768.0,0.9928048877631318,0.9924558218892352,0.9924558218892352
769.0,0.9928465866057877,0.9925012735226031,0.9925012735226031
770.0,0.9931254104019669,0.9925467981122731,0.9925467981122731
771.0,0.9931089812280111,0.9925923978187046,0.9925923978187046
772.0,0.9931649522097263,0.99263807474518,0.99263807474518
773.0,0.9931633968918926,0.9926838309379462,0.9926838309379462
774.0,0.9930104598147386,0.9927296683863611,0.9927296683863611
775.0,0.9928798953536458,0.9927755890230308,0.9927755890230308
776.0,0.9930052042434091,0.9928215947239589,0.9928215947239589
777.0,0.9932993596353392,0.9928676873086868,0.9928676873086868
778.0,0.9935161126198567,0.9929138685404366,0.9929138685404366
779.0,0.9933939537952577,0.9929601401262571,0.9929601401262571
780.0,0.9933273202054618,0.9930065037171654,0.9930065037171654
781.0,0.9933319969253673,0.9930529609082872,0.9930529609082872
782.0,0.993092669522332,0.9930995132390068,0.9930995132390068
783.0,0.9933210239105239,0.9931461621931053,0.9931461621931053
784.0,0.9935650837774138,0.9931929091989025,0.9931929091989025
785.0,0.9935181140250445,0.9932397556294075,0.9932397556294075
786.0,0.993582701334406,0.9932867028024579,0.9932867028024579
787.0,0.9935671361170434,0.9933337519808532,0.9933337519808532
788.0,0.9934926337508233,0.9933809043725215,0.9933809043725215
789.0,0.9934892618758837,0.9934281611306381,0.9934281611306381
790.0,0.9938772280710081,0.9934755233537851,0.9934755233537851
791.0,0.9940651697222054,0.9935229920860849,0.9935229920860849
792.0,0.9939385426244262,0.9935705683173515,0.9935705683173515
793.0,0.9938094780558604,0.9936182529832296,0.9936182529832296
794.0,0.9940988462397163,0.993666046965334,0.993666046965334
795.0,0.9942440026530537,0.9937139510914055,0.9937139510914055
796.0,0.9940465336778371,0.9937619661354358,0.9937619661354358
797.0,0.994126523603522,0.9938100928178291,0.9938100928178291
798.0,0.9941553045682572,0.9938583318055321,0.9938583318055321
